RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3
NC_010079,Staphylococcus aureus subsp. aureus USA300_TCH1516,"Bacteria, Firmicutes, Bacillales, Staphylococcus","(2872729.0, 543.0)","(1906.0, 2182.0)",,
NC_010168,Renibacterium salmoninarum ATCC 33209,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Micrococcineae, Micrococcaceae, Renibacterium","(3155123.0, 143.0)","(1548.0, 1863.0)",,
NC_010184,Bacillus weihenstephanensis KBAB4,"Bacteria, Firmicutes, Bacillales, Bacillaceae, Bacillus, Bacillus cereus group","(5262318.0, 105.0)","(1447.0, 1628.0)",,
NC_010376,Finegoldia magna ATCC 29328,"Bacteria, Firmicutes, Clostridia, Clostridiales, Peptostreptococcaceae, Finegoldia","(1797286.0, 364.0)","(1823.0, 2109.0)",,
NC_010380,Streptococcus pneumoniae Hungary19A-6,"Bacteria, Firmicutes, Lactobacillales, Streptococcaceae, Streptococcus","(2245600.0, 196.0)","(1559.0, 1716.0)",,
NC_010382,Lysinibacillus sphaericus C3-41,"Bacteria, Firmicutes, Bacillales, Bacillaceae, Lysinibacillus","(4639060.0, 210.0)","(1199.0, 1368.0)",,
NC_010471,Leuconostoc citreum KM20,"Bacteria, Firmicutes, Lactobacillales, Leuconostoc","(1796142.0, 346.0)","(1694.0, 1878.0)",,
NC_010516,Clostridium botulinum B1 str. Okra,"Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(3957717.0, 37.0)","(1376.0, 1637.0)",,
NC_010520,Clostridium botulinum A3 str. Loch Maree,"Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(3992366.0, 13.0)","(1352.0, 1613.0)",,
NC_010531,Polynucleobacter necessarius STIR1,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Polynucleobacter","(1560362.0, 112.0)","(1538.0, 1801.0)",,
NC_010545,Corynebacterium urealyticum DSM 7109,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Corynebacteriaceae, Corynebacterium","(2368604.0, 2369219.0)","(1762.0, 2604.0)",,
NC_010556,Exiguobacterium sibiricum 255-15,"Bacteria, Firmicutes, Bacillales, Bacillaceae, Exiguobacterium","(3033816.0, 426.0)","(1822.0, 2008.0)",,
NC_010582,Streptococcus pneumoniae CGSP14,"Bacteria, Firmicutes, Lactobacillales, Streptococcaceae, Streptococcus","(2209183.0, 196.0)","(1559.0, 1716.0)",,
NC_010610,Lactobacillus fermentum IFO 3956,"Bacteria, Firmicutes, Lactobacillales, Lactobacillaceae, Lactobacillus","(2098168.0, 2098685.0)","(1318.0, 1481.0)",,
NC_010612,Mycobacterium marinum M,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Mycobacteriaceae, Mycobacterium","(6636297.0, 6636827.0)","(1534.0, 2073.0)",,
NC_010674,Clostridium botulinum B str. Eklund 17B,"Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(3799968.0, 174.0)","(1546.0, 1805.0)",,
NC_010424,Candidatus Desulforudis audaxviator MP104C,"Bacteria, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Candidatus Desulforudis","(2349290.0, 102.0)","(1441.0, 1578.0)",,
NC_010609,Lactobacillus reuteri F275,"Bacteria, Firmicutes, Lactobacillales, Lactobacillaceae, Lactobacillus","(2038920.0, 2039414.0)","(1324.0, 1498.0)",,
NC_010617,Kocuria rhizophila DC2201,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Micrococcineae, Micrococcaceae, Kocuria","(2697082.0, 2697540.0)","(1696.0, 2303.0)",,
NC_010718,Natranaerobius thermophilus JW/NM-WN-LF,"Bacteria, Firmicutes, Clostridia, Natranaerobiales, Natranaerobiaceae, Natranaerobius","(3165271.0, 145.0)","(1508.0, 1779.0)",,
NC_010723,Clostridium botulinum E3 str. Alaska E43,"Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(3659236.0, 126.0)","(1498.0, 1757.0)",,
NC_010816,Bifidobacterium longum DJO10A,"Bacteria, Actinobacteria, Actinobacteridae, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium","(1667432.0, 1667749.0)","(1665195.0, 1665928.0)",,
NC_010831,Chlorobium phaeobacteroides BS1,"Bacteria, Chlorobi, Chlorobia, Chlorobiales, Chlorobiaceae, Chlorobium/Pelodictyon group, Chlorobium","(2735965.0, 2736403.0)","(1477.0, 1772.0)",,
NC_010999,Lactobacillus casei,"Bacteria, Firmicutes, Lactobacillales, Lactobacillaceae, Lactobacillus","(3078470.0, 80.0)","(1431.0, 1602.0)",,
NC_011060,Pelodictyon phaeoclathratiforme BU-1,"Bacteria, Chlorobi, Chlorobia, Chlorobiales, Chlorobiaceae, Chlorobium/Pelodictyon group, Pelodictyon","(3017767.0, 3018238.0)","(1465.0, 1745.0)",,
NC_011072,Streptococcus pneumoniae G54,"Bacteria, Firmicutes, Lactobacillales, Streptococcaceae, Streptococcus","(2078938.0, 196.0)","(1559.0, 1716.0)",,
NC_011134,Streptococcus equi subsp. zooepidemicus str. MGCS10565,"Bacteria, Firmicutes, Lactobacillales, Streptococcaceae, Streptococcus","(2024171.0, 232.0)","(1586.0, 1741.0)",,
NC_010688,Xanthomonas campestris pv. campestris,"Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas","(5078761.0, 5079002.0)","(1330.0, 1604.0)",,
NC_011146,Geobacter bemidjiensis Bem,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter","(4615044.0, 165.0)","(1543.0, 1756.0)",,
NC_011375,Streptococcus pyogenes NZ131,"Bacteria, Firmicutes, Lactobacillales, Streptococcaceae, Streptococcus","(1815785.0, 231.0)","(1588.0, 1741.0)",,
NC_011567,Anoxybacillus flavithermus WK1,"Bacteria, Firmicutes, Bacillales, Bacillaceae, Anoxybacillus","(2846687.0, 400.0)","(1745.0, 1900.0)",,
NC_011658,Bacillus cereus AH187,"Bacteria, Firmicutes, Bacillales, Bacillaceae, Bacillus, Bacillus cereus group","(5268873.0, 408.0)","(1750.0, 1927.0)",,
NC_011660,Listeria monocytogenes HCC23,"Bacteria, Firmicutes, Bacillales, Listeriaceae, Listeria","(2653705.0, 2654208.0)","(2652156.0, 2652348.0)",,
NC_011725,Bacillus cereus B4264,"Bacteria, Firmicutes, Bacillales, Bacillaceae, Bacillus, Bacillus cereus group","(5418879.0, 406.0)","(1748.0, 1925.0)",,
NC_011772,Bacillus cereus G9842,"Bacteria, Firmicutes, Bacillales, Bacillaceae, Bacillus, Bacillus cereus group","(5387016.0, 245.0)","(1587.0, 1764.0)",,
NC_011773,Bacillus cereus AH820,"Bacteria, Firmicutes, Bacillales, Bacillaceae, Bacillus, Bacillus cereus group","(5302526.0, 407.0)","(1749.0, 1926.0)",,
NC_011830,Desulfitobacterium hafniense DCB-2,"Bacteria, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Desulfitobacterium","(5278872.0, 92.0)","(1443.0, 1697.0)",,
NC_011835,Bifidobacterium animalis subsp. lactis AD011,"Bacteria, Actinobacteria, Actinobacteridae, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium","(1933513.0, 164.0)","(1917.0, 2519.0)",,
NC_011837,Clostridium kluyveri NBRC 12016,"Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(3895509.0, 3896121.0)","(1357.0, 1614.0)",,
NC_011886,Arthrobacter chlorophenolicus A6,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Micrococcineae, Micrococcaceae, Arthrobacter","(4395065.0, 176.0)","(1599.0, 2126.0)",,
NC_011898,Clostridium cellulolyticum H10,"Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(4068223.0, 26.0)","(1350.0, 1597.0)",,
NC_011899,Halothermothrix orenii H 168,"Bacteria, Firmicutes, Clostridia, Halanaerobiales, Halanaerobiaceae, Halothermothrix","(2578037.0, 592.0)","(1985.0, 2331.0)",,
NC_011900,Streptococcus pneumoniae ATCC 700669,"Bacteria, Firmicutes, Lactobacillales, Streptococcaceae, Streptococcus","(2221289.0, 185.0)","(1548.0, 1705.0)",,
NC_011969,Bacillus cereus Q1,"Bacteria, Firmicutes, Bacillales, Bacillaceae, Bacillus, Bacillus cereus group","(5214038.0, 407.0)","(1749.0, 1926.0)",,
NC_011999,Macrococcus caseolyticus JCSC5402,"Bacteria, Firmicutes, Bacillales, Macrococcus","(2101963.0, 347.0)","(1686.0, 1858.0)",,
NC_012004,Streptococcus uberis 0140J,"Bacteria, Firmicutes, Lactobacillales, Streptococcaceae, Streptococcus","(1852119.0, 1852352.0)","(1357.0, 1509.0)",,
NC_012121,Staphylococcus carnosus subsp. carnosus TM300,"Bacteria, Firmicutes, Bacillales, Staphylococcus","(2565870.0, 86.0)","(2564254.0, 2564507.0)",,
NC_012207,Mycobacterium bovis BCG str. Tokyo 172,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Mycobacteriaceae, Mycobacterium, Mycobacterium tuberculosis complex","(4371109.0, 4371711.0)","(1525.0, 2051.0)",,
NC_012466,Streptococcus pneumoniae JJA,"Bacteria, Firmicutes, Lactobacillales, Streptococcaceae, Streptococcus","(2120219.0, 196.0)","(1559.0, 1716.0)",,
NC_012467,Streptococcus pneumoniae P1031,"Bacteria, Firmicutes, Lactobacillales, Streptococcaceae, Streptococcus","(2111867.0, 196.0)","(1559.0, 1716.0)",,
NC_012468,Streptococcus pneumoniae 70585,"Bacteria, Firmicutes, Lactobacillales, Streptococcaceae, Streptococcus","(2184667.0, 196.0)","(1559.0, 1716.0)",,
NC_012469,Streptococcus pneumoniae Taiwan19F-14,"Bacteria, Firmicutes, Lactobacillales, Streptococcaceae, Streptococcus","(2112133.0, 196.0)","(1559.0, 1716.0)",,
NC_012470,Streptococcus equi subsp. zooepidemicus,"Bacteria, Firmicutes, Lactobacillales, Streptococcaceae, Streptococcus","(2149635.0, 2149868.0)","(1354.0, 1509.0)",,
NC_012471,Streptococcus equi subsp. equi 4047,"Bacteria, Firmicutes, Lactobacillales, Streptococcaceae, Streptococcus","(2253562.0, 2253793.0)","(1354.0, 1509.0)",,
NC_012472,Bacillus cereus 03BB102,"Bacteria, Firmicutes, Bacillales, Bacillaceae, Bacillus, Bacillus cereus group","(5269355.0, 291.0)","(1633.0, 1810.0)",,
NC_012491,Brevibacillus brevis NBRC 100599,"Bacteria, Firmicutes, Bacillales, Paenibacillaceae, Brevibacillus","(6296318.0, 464.0)","(1827.0, 2033.0)",,
NC_012563,Clostridium botulinum A2 str. Kyoto,"Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(4154881.0, 156.0)","(1495.0, 1756.0)",,
NC_012581,Bacillus anthracis str. CDC 684,"Bacteria, Firmicutes, Bacillales, Bacillaceae, Bacillus, Bacillus cereus group","(5229832.0, 280.0)","(1622.0, 1799.0)",,
NC_012590,Corynebacterium aurimucosum ATCC 700975,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Corynebacteriaceae, Corynebacterium","(2789391.0, 2790189.0)","(1642.0, 2064.0)",,
NC_011901,Thioalkalivibrio sp. HL-EbGR7,"Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Ectothiorhodospiraceae, Thioalkalivibrio","(3464498.0, 138.0)","(1507.0, 1757.0)",,
NC_011979,Geobacter sp. FRC-32,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter","(4304267.0, 184.0)","(1523.0, 1735.0)",,
NC_012488,Listeria monocytogenes Clip81459,"Bacteria, Firmicutes, Bacillales, Listeriaceae, Listeria","(2912504.0, 318.0)","(1675.0, 1867.0)",,
NC_012658,Clostridium botulinum Ba4 str. 657,"Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(3977405.0, 163.0)","(1511.0, 1772.0)",,
NC_012659,Bacillus anthracis str. A0248,"Bacteria, Firmicutes, Bacillales, Bacillaceae, Bacillus, Bacillus cereus group","(5227162.0, 306.0)","(1648.0, 1825.0)",,
NC_012669,Beutenbergia cavernae DSM 12333,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Micrococcineae, Beutenbergiaceae, Beutenbergia","(4668956.0, 321.0)","(1792.0, 2330.0)",,
NC_012673,Exiguobacterium sp. AT1b,"Bacteria, Firmicutes, Bacillales, Bacillales Family XII. Incertae Sedis, Exiguobacterium","(1700491.0, 1701254.0)","(1698914.0, 1699110.0)",,
NC_012704,Corynebacterium kroppenstedtii DSM 44385,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Corynebacteriaceae, Corynebacterium","(2445828.0, 2446804.0)","(1819.0, 2476.0)",,
NC_012778,Eubacterium eligens ATCC 27750,"Bacteria, Firmicutes, Clostridia, Clostridiales, Eubacteriaceae, Eubacterium","(2143678.0, 2144190.0)","(1357.0, 1657.0)",,
NC_012796,Desulfovibrio magneticus RS-1,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio","(3487818.0, 3488322.0)","(3485667.0, 3486419.0)",,
NC_012814,Bifidobacterium animalis subsp. lactis Bl-04,"Bacteria, Actinobacteria, Actinobacteridae, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium","(1938496.0, 133.0)","(1886.0, 2488.0)",,
NC_012815,Bifidobacterium animalis subsp. lactis DSM 10140,"Bacteria, Actinobacteria, Actinobacteridae, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium","(1938270.0, 133.0)","(1886.0, 2488.0)",,
NC_012891,Streptococcus dysgalactiae subsp. equisimilis GGS_124 chromosome 1,"Bacteria, Firmicutes, Lactobacillales, Streptococcaceae, Streptococcus","(2106332.0, 224.0)","(1581.0, 1733.0)",,
NC_012924,Streptococcus suis SC84,"Bacteria, Firmicutes, Lactobacillales, Streptococcaceae, Streptococcus","(2095697.0, 2095898.0)","(1375.0, 1527.0)",,
NC_012925,Streptococcus suis P1/7,"Bacteria, Firmicutes, Lactobacillales, Streptococcaceae, Streptococcus","(2007290.0, 2007491.0)","(1375.0, 1527.0)",,
NC_012926,Streptococcus suis BM407,"Bacteria, Firmicutes, Lactobacillales, Streptococcaceae, Streptococcus","(2146026.0, 37.0)","(1373.0, 1525.0)",,
NC_012984,Lactobacillus plantarum JDM1,"Bacteria, Firmicutes, Lactobacillales, Lactobacillaceae, Lactobacillus","(3197260.0, 3197759.0)","(1369.0, 1545.0)",,
NC_013131,Catenulispora acidiphila DSM 44928,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Catenulisporineae, Catenulisporaceae, Catenulispora","(10467732.0, 369.0)","(2083.0, 2833.0)",,
NC_013171,Anaerococcus prevotii DSM 20548,"Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiales Family XI. Incertae Sedis, Anaerococcus","(1882620.0, 253.0)","(1634.0, 1857.0)",,
NC_013174,Jonesia denitrificans DSM 20603,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Micrococcineae, Jonesiaceae, Jonesia","(2749284.0, 158.0)","(1590.0, 2172.0)",,
NC_013192,Leptotrichia buccalis DSM 1135,"Bacteria, Fusobacteria, Fusobacteriales, Fusobacteriaceae, Leptotrichia","(2465526.0, 686.0)","(2043.0, 2731.0)",,
NC_013198,Lactobacillus rhamnosus GG,"Bacteria, Firmicutes, Lactobacillales, Lactobacillaceae, Lactobacillus","(3009358.0, 3010111.0)","(1351.0, 1523.0)",,
NC_013205,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446,"Bacteria, Firmicutes, Bacillales, Alicyclobacillaceae, Alicyclobacillus","(3018402.0, 111.0)","(1477.0, 1703.0)",,
NC_013316,Clostridium difficile R20291,"Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(4190682.0, 4191339.0)","(1321.0, 1561.0)",,
NC_013411,Geobacillus sp. Y412MC61,"Bacteria, Firmicutes, Bacillales, Bacillaceae, Geobacillus","(3622489.0, 122.0)","(1476.0, 1647.0)",,
NC_013450,Staphylococcus aureus subsp. aureus ED98,"Bacteria, Firmicutes, Bacillales, Staphylococcus","(2824191.0, 516.0)","(1879.0, 2155.0)",,
NC_013510,Thermomonospora curvata DSM 43183,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Streptosporangineae, Thermomonosporaceae, Thermomonospora","(5638354.0, 60.0)","(2227.0, 2866.0)",,
NC_013520,Veillonella parvula DSM 2008,"Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Veillonella","(2131551.0, 247.0)","(1823.0, 2228.0)",,
NC_013522,Thermanaerovibrio acidaminovorans DSM 6589,"Bacteria, Synergistetes, Synergistia, Synergistales, Synergistaceae, Thermanaerovibrio","(1848210.0, 96.0)","(1441.0, 1688.0)",,
NC_013530,Xylanimonas cellulosilytica DSM 15894,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Micrococcineae, Promicromonosporaceae, Xylanimonas","(3742473.0, 149.0)","(1557.0, 2110.0)",,
NC_013595,Streptosporangium roseum DSM 43021,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Streptosporangineae, Streptosporangiaceae, Streptosporangium","(10341154.0, 360.0)","(2110.0, 2671.0)",,
NC_013656,Lactococcus lactis subsp. lactis KF147,"Bacteria, Firmicutes, Lactobacillales, Streptococcaceae, Lactococcus","(1943.0, 2098.0)","(331.0, 574.0)",,
NC_013714,Bifidobacterium dentium Bd1,"Bacteria, Actinobacteria, Actinobacteridae, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium","(2636053.0, 2636367.0)","(1504.0, 1977.0)",,
NC_013721,Gardnerella vaginalis 409-05,"Bacteria, Actinobacteria, Actinobacteridae, Bifidobacteriales, Bifidobacteriaceae, Gardnerella","(55486.0, 55873.0)","(53436.0, 53865.0)",,
NC_013766,Listeria monocytogenes 08-5578,"Bacteria, Firmicutes, Bacillales, Listeriaceae, Listeria","(3031972.0, 187.0)","(3030423.0, 3030615.0)",,
NC_013768,Listeria monocytogenes 08-5923,"Bacteria, Firmicutes, Bacillales, Listeriaceae, Listeria","(2998738.0, 187.0)","(2997189.0, 2997381.0)",,
NC_013798,Streptococcus gallolyticus UCN34,"Bacteria, Firmicutes, Lactobacillales, Streptococcaceae, Streptococcus","(2350878.0, 169.0)","(1526.0, 1682.0)",,
NC_013853,Streptococcus mitis B6,"Bacteria, Firmicutes, Lactobacillales, Streptococcaceae, Streptococcus","(2146400.0, 2146611.0)","(1363.0, 1520.0)",,
NC_013891,Listeria seeligeri serovar 1/2b str. SLCC3954,"Bacteria, Firmicutes, Bacillales, Listeriaceae, Listeria","(2797449.0, 318.0)","(1675.0, 1868.0)",,
NC_013893,Staphylococcus lugdunensis HKU09-01 chromosome,"Bacteria, Firmicutes, Bacillales, Staphylococcus","(2626798.0, 2627083.0)","(2624780.0, 2625429.0)",,
NC_013928,Streptococcus mutans NN2025,"Bacteria, Firmicutes, Lactobacillales, Streptococcaceae, Streptococcus","(2013580.0, 193.0)","(1553.0, 1707.0)",,
NC_013946,Meiothermus ruber DSM 1279 chromosome,"Bacteria, Deinococcus-Thermus, Deinococci, Thermales, Thermaceae, Meiothermus","(3097283.0, 36.0)","(1357.0, 1861.0)",,
NC_013947,Stackebrandtia nassauensis DSM 44728 chromosome,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Glycomycineae, Glycomycetaceae, Stackebrandtia","(6841169.0, 63.0)","(1765.0, 2245.0)",,
NC_014011,Aminobacterium colombiense DSM 12261 chromosome,"Bacteria, Synergistetes, Synergistia, Synergistales, Synergistaceae, Aminobacterium","(1980344.0, 140.0)","(1470.0, 1696.0)",,
NC_014019,Bacillus megaterium QM B1551 chromosome,"Bacteria, Firmicutes, Bacillales, Bacillaceae, Bacillus","(5096376.0, 5097129.0)","(1345.0, 1530.0)",,
NC_014103,Bacillus megaterium DSM319 chromosome,"Bacteria, Firmicutes, Bacillales, Bacillaceae, Bacillus","(5096694.0, 5097447.0)","(1345.0, 1531.0)",,
NC_014169,Bifidobacterium longum subsp. longum JDM301 chromosome,"Bacteria, Actinobacteria, Actinobacteridae, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium","(2477730.0, 209.0)","(1713.0, 2447.0)",,
NC_014171,Bacillus thuringiensis BMB171 chromosome,"Bacteria, Firmicutes, Bacillales, Bacillaceae, Bacillus, Bacillus cereus group","(5329807.0, 282.0)","(1624.0, 1801.0)",,
NC_014206,Geobacillus sp. C56-T3 chromosome,"Bacteria, Firmicutes, Bacillales, Bacillaceae, Geobacillus","(3650552.0, 218.0)","(1572.0, 1743.0)",,
NC_014210,Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111 chromosome,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Streptosporangineae, Nocardiopsaceae, Nocardiopsis","(5767475.0, 307.0)","(2267.0, 3396.0)",,
NC_014218,Arcanobacterium haemolyticum DSM 20595 chromosome,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Actinomycineae, Actinomycetaceae, Arcanobacterium","(1985902.0, 76.0)","(1712.0, 2070.0)",,
NC_014219,Bacillus selenitireducens MLS10 chromosome,"Bacteria, Firmicutes, Bacillales, Bacillaceae, Bacillus","(3592370.0, 653.0)","(2010.0, 2217.0)",,
NC_014251,Streptococcus pneumoniae TCH8431/19A chromosome,"Bacteria, Firmicutes, Lactobacillales, Streptococcaceae, Streptococcus","(247284.0, 247441.0)","(245710.0, 245984.0)",,
NC_013446,Comamonas testosteroni CNB-2,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Comamonas","(34428.0, 35893.0)","(31241.0, 32255.0)",,
NC_006360,Mycoplasma hyopneumoniae 232,"Bacteria, Tenericutes, Mollicutes, Mycoplasmataceae, Mycoplasma","(892551.0, 892758.0)","(1393.0, 1536.0)",,
NC_012918,Geobacter sp. M21,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter","(4745654.0, 118.0)","(1502.0, 1715.0)",,
NC_012943,Mycobacterium tuberculosis KZN 1435,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Mycobacteriaceae, Mycobacterium, Mycobacterium tuberculosis complex","(4397750.0, 102.0)","(1627.0, 2153.0)",,
NC_012968,Methylotenera mobilis JLW8,"Bacteria, Proteobacteria, Betaproteobacteria, Methylophilales, Methylophilaceae, Methylotenera","(2547444.0, 201.0)","(1621.0, 1868.0)",,
NC_013062,Flavobacteriaceae bacterium 3519-10,"Bacteria, Bacteroidetes, Flavobacteria, Flavobacteriales, Flavobacteriaceae","(2765869.0, 2765925.0)","(2763915.0, 2764005.0)",,
NC_013124,Acidimicrobium ferrooxidans DSM 10331,"Bacteria, Actinobacteria, Acidimicrobidae, Acidimicrobiales, Acidimicrobineae, Acidimicrobiaceae, Acidimicrobium","(2158066.0, 86.0)","(1464.0, 1686.0)",,
NC_013194,Candidatus Accumulibacter phosphatis clade IIA str. UW-1,"Bacteria, Proteobacteria, Betaproteobacteria, Candidatus Accumulibacter","(5058315.0, 238.0)","(1661.0, 1868.0)",,
NC_013235,Nakamurella multipartita DSM 44233,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Frankineae, Nakamurellaceae, Nakamurella","(6060050.0, 175.0)","(1850.0, 2435.0)",,
